,1,2,3,4,5
25,0.7242422464880235,0.7257165298028009,0.7401382218128522,0.6943781401622385,0.729681489245327
100,0.7091749336168235,0.6972746661982355,0.7318552989370467,0.6832058257766861,0.708450337777673
