,roc_auc_ovo_macro,precision_macro,recall_macro,f1_macro
G_depressionscore,0.007907258835808456,0.00958397393421322,0.011526236700799266,0.03338684040860289
G_anxietyscore,0.010960278118474078,0.025114532633062323,0.015602125285757724,0.023138898474869753
G_totalscore,0.014150630007124368,0.013065725852207059,0.014538641162188677,0.01300768336786774
