,roc_auc_ovo_macro,precision_macro,recall_macro,f1_macro
G_depressionscore,0.7581876999783825,0.4906320931138729,0.5675727860086238,0.4970976342629019
G_anxietyscore,0.7208973553033399,0.48857564938691694,0.5362476060528548,0.4858383424996374
G_totalscore,0.7197066493768405,0.4723718012051911,0.5305841601320526,0.46551263435374646
