,roc_auc_ovo_macro,precision_macro,recall_macro,f1_macro
G_depressionscore,0.7723808414971659,0.4794471432902075,0.5782884841827733,0.4928397085776983
G_anxietyscore,0.73236759260161,0.5058446779284796,0.5442474389091495,0.5031994956581243
G_totalscore,0.7500596464360603,0.5054720824918391,0.5537507648457941,0.49903420788437425
