,roc_auc_ovo_macro,precision_macro,recall_macro,f1_macro
G_depressionscore,0.7776021803439579,0.5052149594936202,0.5911424017255471,0.524598394445316
G_anxietyscore,0.7248939330657133,0.4883197860854647,0.5321157832838802,0.4978117376640731
G_totalscore,0.737196317147585,0.491008128444666,0.5477762847952143,0.5031629147385378
