,roc_auc_ovo_macro,precision_macro,recall_macro,f1_macro
G_depressionscore,0.7757906789305208,0.49785334506655116,0.5860612711534936,0.514397712627501
G_anxietyscore,0.7167451101544594,0.47850408775817044,0.5303033845344892,0.4879538591818221
G_totalscore,0.7253334320001147,0.48853695371590733,0.5389244491239855,0.49879514844637746
