,roc_auc_ovo_macro,precision_macro,recall_macro,f1_macro
G_depressionscore,0.78189472837359,0.5116695519143045,0.5978970148177551,0.5337014564373027
G_anxietyscore,0.7373392885119916,0.494516096795013,0.5455353954172155,0.5058717525048448
G_totalscore,0.7532380849131333,0.4963817001601244,0.561103706679295,0.5097243399476834
