,1,2,3,4,5
25,0.8044113151224734,0.7602536343553857,0.7631941534784277,0.7659890853543526,0.7547612145253758
100,0.804843566128988,0.7713534593436483,0.7622092554356726,0.7973392049440807,0.7657251080552196
