,1,2,3,4,5
25,0.7329257041276996,0.7370275357333944,0.744830079631444,0.7376280666872502,0.7472096059006397
100,0.7359333805940546,0.7395554247618352,0.7351992121542182,0.7349550007470089,0.7388739692531664
