,roc_auc_ovo_macro,precision_macro,recall_macro,f1_macro
G_depressionscore,0.005057820173819558,0.010796437224493497,0.025142808085947127,0.01044451164565117
G_anxietyscore,0.014676846262191536,0.00877462734006785,0.02449400829591634,0.009088961375576245
G_totalscore,0.011040781943700121,0.010342281717532823,0.009184509081616622,0.030422566911919774
