,roc_auc_ovo_macro,precision_macro,recall_macro,f1_macro
G_depressionscore,0.7396306595731962,0.5036372514484871,0.5319710542965266,0.5094741791238491
G_anxietyscore,0.6918744219319508,0.4746020575858102,0.49354483270776656,0.47895982954891136
G_totalscore,0.6980385013640936,0.47524872592087275,0.5264548624001236,0.43103792478196484
