,roc_auc_ovo_macro,precision_macro,recall_macro,f1_macro
G_depressionscore,0.735053960087415,0.4649062664673694,0.36074240727012863,0.337854964356711
G_anxietyscore,0.7018967122468018,0.5163366983944049,0.35721777106157976,0.3240893530661756
G_totalscore,0.7113334450744362,0.504449494891113,0.36096677601832095,0.3350951051973502
