,roc_auc_ovo_macro,precision_macro,recall_macro,f1_macro
G_depressionscore,0.011229223310805942,0.06318334402945051,0.014973561960977268,0.02661094411492879
G_anxietyscore,0.007061026156880954,0.026173197493969368,0.014150247216594702,0.02714140619363034
G_totalscore,0.004614586975290782,0.04008511344473589,0.016191213639758437,0.02956072510084652
