,roc_auc_ovo_macro,precision_macro,recall_macro,f1_macro
G_depressionscore,0.7440893198621608,0.47519905178040894,0.33967934247133036,0.29419256949919625
G_anxietyscore,0.6958050899292103,0.6199251547634579,0.3391490097851834,0.2864018504070234
G_totalscore,0.704713778337515,0.6088428299048305,0.33725583901111833,0.28608715024226694
