,roc_auc_ovo_macro,precision_macro,recall_macro,f1_macro
G_depressionscore,0.7701607029650916,0.49102586787305225,0.5854801612259054,0.4874287009126935
G_anxietyscore,0.7202406194659233,0.47461983197309576,0.5312680250551833,0.46293749500121156
G_totalscore,0.7429589948043821,0.46007570636182243,0.5387637580376066,0.4566374935680327
