,roc_auc_ovo_macro,precision_macro,recall_macro,f1_macro
G_depressionscore,0.0076953864344803235,0.012303412960468158,0.007971060157972696,0.009673371477977128
G_anxietyscore,0.009167327255916622,0.011540498369510353,0.010442385357106117,0.00995039860677861
G_totalscore,0.01086898250465908,0.004841872274153948,0.008572012216591547,0.005226800403162257
