,roc_auc_ovo_macro,precision_macro,recall_macro,f1_macro
G_depressionscore,0.761339676456624,0.4742044691434891,0.5776105413395373,0.46610533410810395
G_anxietyscore,0.710107693277082,0.4515991495378918,0.51530590739936,0.44518950843480454
G_totalscore,0.7187182276280649,0.45731945531430285,0.526442790375826,0.45117639169816215
