,roc_auc_ovo_macro,precision_macro,recall_macro,f1_macro
G_depressionscore,0.7711248834856491,0.4981781977446187,0.5964740578614796,0.5163394553190325
G_anxietyscore,0.7230668959913797,0.48907282858780643,0.5479510817408119,0.4998410549753861
G_totalscore,0.73334254210235,0.48617009495544794,0.5571478385246627,0.500069517323034
