,roc_auc_ovo_macro,precision_macro,recall_macro,f1_macro
G_depressionscore,0.007653454047512858,0.003368038215268343,0.0038715385693244703,0.0028708381373594664
G_anxietyscore,0.004691174233272796,0.0031358438224522965,0.004520122641561644,0.003951905621567111
G_totalscore,0.010861208485114487,0.014587169654204422,0.02060028901764455,0.015846208310438877
