,roc_auc_ovo_macro,precision_macro,recall_macro,f1_macro
G_depressionscore,0.765610990675159,0.49120271730725396,0.5873099173259507,0.5077981274534511
G_anxietyscore,0.7157492005917787,0.4816815141754233,0.5365244273757279,0.4926108542630582
G_totalscore,0.7223226670536765,0.47823027451006245,0.5401918523609125,0.49146194518526015
